id,price
0342021095ab56065059d7a5,329266.24913114216
39ab2742629644350ccf79a5,339923.8566791318
3ec951329128402965155ba5,566024.1591050756
bc0847b8951bc74079b8bca5,101100.34561851334
258f0335b5654e3c500b3da5,366378.89860448684
ab6c52a2c3964435d6ce9da5,81249.86247952557
3a54d262211bc740123550b5,525970.2935400483
3fcd73d6c3284029c5d152b5,73240.59961777927
3aa0c6dcb9332b2f418f83b5,198135.66530646352
39bcf7eac01bc740ce3ed3b5,44631.613904637
3b8fc7a196654e3c22ec85b5,86312.13076776773
3b75b516e6332b2fa03c57b5,166124.45390122756
30c8d5efac332b2f09abe7b5,730441.7525256332
35825688e2284029502d68b5,138908.16474115598
3b2d018d83654e3c2b4819b5,346156.5334258141
3f81a0c9b2f2e08a89931ab5,234082.90689653656
3879b74242654e3c8dee0bb5,87640.95371529814
427d743e32f2e08ad6654bb5,159636.56016348043
34ba93aba68bf575289d4bb5,95024.22583178352
3dd065fb93654e3c3e867bb5,205053.4177425729
7826e3e974964435368bcbb5,294885.74507288093
32ca05a2911bc740c11bedb5,55913.70952878953
378481e1418bf575ef2fedb5,431728.0394709122
31e680ab27e118729e840eb5,424208.3589144482
7321a7ee82f2e08af3c44eb5,103543.92153745337
343cd76b58332b2f86686eb5,225443.1814037877
3f4ee38480ab5606cf979eb5,373221.705815677
325e01d761964435c6ab9eb5,314912.4969917018
33965231d4284029f28feeb5,222764.40746242812
4c20d569f7964435fc795fb5,104427.84748115907
30099457978bf575b987dfb5,136408.54639994132
3dec926a9af2e08ab3bf30c5,149148.08392469195
3d20509b95332b2fdc1240c5,458798.7603971877
3da4b4e2c0f2e08aaafe70c5,376100.73658601486
368034b1a3654e3c9e3bf0c5,77084.85832456365
3410338c7af2e08a37adf0c5,449780.49738298514
332a7414a84cb686366931c5,112320.64890882828
373e24ed414cb686f36871c5,367825.4385071103
328bf0ece6654e3cd2b3a1c5,522691.06359046634
385175e2b3ab5606a0e672c5,52688.97723848213
401dd4cfd0284029b149d2c5,378898.9676750206
3e4b00fe7bf2e08ac640e2c5,88101.2200976606
e58c530e049644350e3a33c5,94673.01264895283
3aa447c0ad4cb686763543c5,80921.63877805884
3af7442a14964435de4e53c5,161686.5719908833
3c83263cb3f2e08a5c8783c5,421484.94490751764
3147753f138bf5758581b3c5,600176.0517502441
3ca9574a14ab560658a3b3c5,246406.06856147727
3cacb21652284029f355b3c5,256669.39483653675
342e30930c332b2f4dc9c3c5,571968.1191517443
3106c3e0868bf57559d9d3c5,257179.03013314438
3eab63cbda4cb686e663f3c5,460286.3627577156
3572a2d950332b2f90b814c5,419088.14756614406
3ea0334525f2e08addb334c5,777552.107559287
37db741e649644353b8634c5,451244.4150351399
4ba8f3d26a4cb68683e644c5,106467.63780729966
3c530437841bc74028c654c5,483242.474468963
3d4af2ee24332b2ffb7c54c5,363385.7695911071
3e95a47a641bc7408ed164c5,247009.06879098763
382eb353e68bf575f4c864c5,317308.0069143329
3eed6266e7ab56064abc84c5,310760.78804996284
3f8fb129a2ab56069b87e4c5,84606.21818672397
d0e1d02de64cb6869f7ae4c5,135308.683286426
32c997cea52840291421f4c5,460470.25065494707
4570621364ab5606beb505c5,180421.8348599899
0dc9221fbdf2e08ab2e515c5,112776.22756909454
31b61586f69644351b4e15c5,78026.65290187349
3facc613d49644359d4a25c5,322135.6059638913
3728b53f534cb6861e8235c5,121300.00509068904
f3cf14cbd41bc740a8f065c5,114154.08057192949
35ee82ffc51bc7402a52c5c5,395798.9613292251
3e1661d907654e3c10f2c5c5,63524.048722532614
a423c209c5f2e08a307316c5,81579.41746232274
33767351d7284029084616c5,210527.35197835724
32029774524cb686c53b16c5,102750.6277327795
3f901684fa332b2fd15b26c5,90267.14423816724
3b32f5b580ab56064f4646c5,718789.7759092932
c20e362bc9332b2fb26756c5,56926.987321401524
3d680106d3ab5606850a66c5,107864.86587474882
ad1bf70dd2654e3c4befb6c5,115548.76745992301
7be1437a152840291110c6c5,243776.20506172586
439de248d11bc7400ed1c6c5,310107.07327121263
4dde503f08332b2fa334d6c5,194416.15166134664
4635c034a0654e3cfc74e6c5,212460.2885103058
4fa3163f03332b2f9e6c27c5,61201.88934900427
917d8438d628402932bc37c5,161914.29830228674
3f64c1f604654e3ca35347c5,408054.79317658144
7589064c1df2e08ac8df47c5,256034.79947812183
6a3583c5771bc7407a2257c5,404289.88293240435
3cfb8764f9f2e08a174567c5,175077.41155603848
3215262350284029ce7c67c5,305948.82802320545
3077357003ab5606001e87c5,441346.9831394699
30c497fc94ab560611a4a7c5,64176.65059848796
4ee4d78b37654e3c805eb7c5,341482.73905842187
36b725a880332b2ff10ac7c5,1491719.4422591133
3a55f4d1259644356a95d7c5,88101.2200976606
3a3642ffb28bf575361ce7c5,582356.169257607
04a91627c7654e3ce61cf7c5,883505.0649287621
3fd5e7d9fa332b2ff19cf7c5,110650.95181163122
3d6ad172b42840294f8318c5,259011.15670205632
1af3f612812840299ea328c5,99476.56849610744
30fe920f651bc7401d7338c5,88402.21806264276
363920e543ab5606227168c5,143778.85192524391
d940c4f3a7f2e08a3ea978c5,221407.00994925597
3d0db6d3e31bc740f69398c5,372345.70388589194
30b662e2422840290d90a8c5,176806.94812360773
3813272453654e3c95b7a8c5,349532.5633006259
391124ecebf2e08a6686b8c5,128893.2529959505
3b05c6f481654e3cc19ab8c5,343238.3751163347
36a8e0149b4cb6862c02d8c5,229995.63425225575
4cd243f753654e3c1dc1e8c5,71732.78528605569
31fc3702d4f2e08aded5f8c5,348970.27072260884
10b756c0d0654e3c0ca8f8c5,237629.8702773785
494d912cd28bf57584cd09c5,294342.67727106647
